transaction_id,customer_id,transaction_date,period,days_from_launch,post_flag,ramp_flag,campaign_flag,country,device_type,customer_tenure,risk_tier,transaction_value_usd,verification_completed,verification_time_seconds,manual_review,payment_declined,support_contact,fraud_confirmed
TXN0009153,CUST018224,2026-02-18,Pre,-42,0,0,0,US,Desktop,Existing,Low,17.23,1,62.12,0,0,0,0
TXN0028221,CUST023428,2026-03-25,Pre,-7,0,0,0,US,Mobile,Existing,Low,198.08,0,123.02,0,0,0,0
TXN0050266,CUST006418,2026-05-02,Post,31,1,0,0,MX,Mobile,New,Low,26.07,1,73.84,0,0,0,0
TXN0009091,CUST007210,2026-02-18,Pre,-42,0,0,0,MX,Desktop,New,Low,51.02,0,100.54,1,0,0,0
TXN0047063,CUST013797,2026-04-27,Post,26,1,0,0,US,Mobile,Existing,Medium,63.63,1,44.02,0,0,0,0
TXN0053718,CUST021300,2026-05-07,Post,36,1,0,1,MX,Mobile,Existing,Low,47.95,1,72.75,0,0,1,0
TXN0062714,CUST015556,2026-05-21,Post,50,1,0,0,MX,Mobile,New,Low,125.71,1,94.26,0,0,0,0
TXN0024596,CUST012985,2026-03-18,Pre,-14,0,0,0,US,Desktop,New,Low,72.75,1,184.55,1,0,0,0
TXN0023732,CUST003905,2026-03-17,Pre,-15,0,0,0,US,Desktop,Existing,High,14.57,1,80.03,1,0,0,0
TXN0027309,CUST002666,2026-03-23,Pre,-9,0,0,0,US,Desktop,Existing,Low,107.41,1,152.55,0,0,0,0
TXN0014599,CUST021286,2026-02-28,Pre,-32,0,0,0,US,Mobile,New,Low,47.0,1,109.59,0,0,0,0
TXN0046228,CUST003232,2026-04-25,Post,24,1,0,0,BR,Desktop,Existing,Low,79.84,1,25.31,0,0,0,0
TXN0032205,CUST014487,2026-04-01,Post,0,1,1,0,US,Mobile,Existing,Low,32.73,1,99.23,0,0,0,0
TXN0025308,CUST007726,2026-03-19,Pre,-13,0,0,0,US,Mobile,Existing,Low,151.65,1,96.16,1,0,0,0
TXN0026613,CUST011410,2026-03-22,Pre,-10,0,0,0,US,Mobile,Existing,Low,15.4,0,58.45,0,0,0,0
TXN0000486,CUST011035,2026-02-02,Pre,-58,0,0,0,MX,Mobile,Existing,High,185.39,1,149.09,0,0,0,0
TXN0030089,CUST002768,2026-03-28,Pre,-4,0,0,0,MX,Mobile,Existing,Low,27.49,1,65.66,0,0,0,0
TXN0023228,CUST010939,2026-03-16,Pre,-16,0,0,0,US,Desktop,Existing,Low,32.96,1,59.17,1,0,0,0
TXN0039974,CUST012811,2026-04-15,Post,14,1,0,0,CR,Desktop,Existing,Medium,100.88,0,154.86,1,0,0,0
TXN0020998,CUST012216,2026-03-12,Pre,-20,0,0,0,US,Mobile,Existing,Low,25.68,1,121.16,0,1,0,0
TXN0035523,CUST015923,2026-04-07,Post,6,1,1,0,US,Mobile,New,Low,152.63,1,5075.0,0,0,0,0
TXN0005111,CUST006003,2026-02-10,Pre,-50,0,0,0,CR,Mobile,Existing,Low,41.01,1,35.99,0,0,0,0
TXN0001110,CUST008170,2026-02-03,Pre,-57,0,0,0,MX,Desktop,Existing,High,289.49,0,77.79,1,1,0,0
TXN0039055,CUST020876,2026-04-13,Post,12,1,0,0,CR,Mobile,Existing,Medium,34.01,1,37.77,0,0,0,0
TXN0035443,CUST019611,2026-04-07,Post,6,1,1,0,BR,Mobile,Existing,High,329.77,0,107.95,1,0,0,0
TXN0032031,CUST008072,2026-04-01,Post,0,1,1,0,US,Mobile,Existing,Low,173.01,1,76.83,0,0,0,0
TXN0056344,CUST019377,2026-05-10,Post,39,1,0,1,MX,Mobile,New,Low,102.08,1,49.72,1,0,0,1
TXN0038719,CUST008309,2026-04-13,Post,12,1,0,0,MX,Desktop,New,Low,54.91,1,95.61,0,0,0,0
TXN0004047,CUST010938,2026-02-08,Pre,-52,0,0,0,US,Mobile,Existing,Low,35.44,1,94.62,0,0,0,0
TXN0041642,CUST001667,2026-04-17,Post,16,1,0,0,BR,Mobile,New,Medium,161.01,1,80.08,0,0,0,0
TXN0053714,CUST002386,2026-05-07,Post,36,1,0,1,MX,Desktop,New,Low,102.72,1,32.41,0,0,0,0
TXN0016238,CUST007603,2026-03-03,Pre,-29,0,0,0,US,Desktop,Existing,Low,315.87,1,160.39,1,1,0,0
TXN0067411,CUST003466,2026-05-29,Post,58,1,0,0,MX,Mobile,New,Medium,64.3,1,53.3,0,0,0,0
TXN0048671,CUST004246,2026-04-29,Post,28,1,0,0,US,Mobile,Existing,Low,18.25,1,37.44,0,0,0,0
TXN0037504,CUST018150,2026-04-10,Post,9,1,0,0,BR,Desktop,Existing,Low,94.97,1,45.56,0,0,0,0
TXN0043643,CUST017747,2026-04-21,Post,20,1,0,0,US,Mobile,Existing,Low,116.37,1,97.29,0,1,0,0
TXN0028345,CUST022909,2026-03-25,Pre,-7,0,0,0,US,Mobile,New,Medium,135.89,1,130.79,0,0,0,0
TXN0042878,CUST001856,2026-04-20,Post,19,1,0,0,US,Mobile,Existing,High,300.77,1,72.49,1,0,0,0
TXN0052514,CUST017854,2026-05-05,Post,34,1,0,1,MX,Mobile,Existing,High,97.16,1,268.85,1,0,0,0
TXN0039187,CUST003478,2026-04-13,Post,12,1,0,0,US,Mobile,New,Low,23.33,1,59.83,0,0,0,0
TXN0022961,CUST022708,2026-03-15,Pre,-17,0,0,0,CR,Mobile,Existing,Medium,93.32,1,27.85,0,0,0,0
TXN0011987,CUST014834,2026-02-23,Pre,-37,0,0,0,US,Mobile,New,Low,23.98,1,79.03,0,0,0,0
TXN0013998,CUST010774,2026-02-27,Pre,-33,0,0,0,CR,Mobile,Existing,Medium,101.31,1,233.73,1,0,0,1
TXN0013255,CUST022759,2026-02-25,Pre,-35,0,0,0,MX,Mobile,Existing,High,53.62,1,288.36,1,0,0,0
TXN0039633,CUST008204,2026-04-14,Post,13,1,0,0,BR,Desktop,New,Medium,95.75,1,99.52,0,0,0,0
TXN0033362,CUST000551,2026-04-03,Post,2,1,1,0,BR,Mobile,Existing,Low,179.72,1,101.11,0,0,0,0
TXN0005053,CUST018368,2026-02-10,Pre,-50,0,0,0,MX,Desktop,Existing,Medium,158.84,1,42.46,0,0,0,0
TXN0025986,CUST002171,2026-03-20,Pre,-12,0,0,0,cr,Desktop,Existing,High,18.78,0,153.63,0,0,0,0
TXN0060352,CUST018964,2026-05-17,Post,46,1,0,0,BR,Mobile,Existing,Medium,19.98,1,56.94,0,0,0,0
TXN0019887,CUST021832,2026-03-10,Pre,-22,0,0,0,MX,Mobile,Existing,Low,15.57,0,227.81,1,0,0,0
TXN0021706,CUST023432,2026-03-13,Pre,-19,0,0,0,MX,Mobile,New,Low,19.57,1,129.85,0,0,0,0
TXN0015603,CUST013165,2026-03-02,Pre,-30,0,0,0,MX,Desktop,Existing,Low,59.69,1,50.46,0,0,0,0
TXN0011326,CUST006827,2026-02-22,Pre,-38,0,0,0,US,Desktop,New,Low,31.33,1,220.85,0,0,0,0
TXN0013911,CUST017827,2026-02-26,Pre,-34,0,0,0,BR,Desktop,Existing,Medium,87.14,0,73.29,0,0,0,0
TXN0022616,CUST008992,2026-03-15,Pre,-17,0,0,0,US,Desktop,New,Low,39.29,1,79.96,1,0,0,0
TXN0051856,CUST011522,2026-05-05,Post,34,1,0,1,US,Desktop,New,Low,346.09,1,58.28,0,0,0,0
TXN0002469,CUST016866,2026-02-05,Pre,-55,0,0,0,US,Mobile,Existing,Low,98.31,1,34.21,0,0,0,0
TXN0067158,CUST014658,2026-05-29,Post,58,1,0,0,US,Mobile,Existing,Low,83.42,1,86.55,0,0,0,0
TXN0013935,CUST025590,2026-02-26,Pre,-34,0,0,0,BR,Mobile,Existing,High,83.79,1,82.41,0,0,0,0
TXN0022698,CUST005863,2026-03-15,Pre,-17,0,0,0,US,Desktop,Existing,Medium,59.53,1,43.05,0,0,0,0
TXN0004057,CUST005021,2026-02-08,Pre,-52,0,0,0,US,Desktop,Existing,Low,101.2,1,93.65,0,0,0,0
TXN0040916,CUST010819,2026-04-16,Post,15,1,0,0,US,Desktop,New,Medium,23.98,1,219.23,1,1,0,1
TXN0041988,CUST025448,2026-04-18,Post,17,1,0,0,CR,Mobile,Existing,Low,160.06,0,175.14,0,0,0,0
TXN0004533,CUST021201,2026-02-09,Pre,-51,0,0,0,BR,Desktop,New,Low,70.97,1,143.6,0,0,0,0
TXN0059313,CUST021634,2026-05-15,Post,44,1,0,0,BR,Mobile,Existing,Low,21.0,1,46.48,0,0,0,0
TXN0033910,CUST008647,2026-04-04,Post,3,1,1,0,MX,Mobile,Existing,Medium,58.29,1,47.84,0,0,0,0
TXN0016897,CUST019354,2026-03-04,Pre,-28,0,0,0,US,Desktop,New,Low,100.49,1,182.35,0,0,0,0
TXN0052981,CUST019638,2026-05-06,Post,35,1,0,1,MX,Mobile,New,Low,60.26,1,38.3,0,0,0,0
TXN0041027,CUST022875,2026-04-16,Post,15,1,0,0,US,Mobile,Existing,Medium,35.54,1,73.6,0,0,0,0
TXN0057757,CUST018685,2026-05-13,Post,42,1,0,0,MX,Mobile,Existing,Low,138.85,1,15.3,0,0,0,0
TXN0011579,CUST003760,2026-02-22,Pre,-38,0,0,0,MX,Mobile,New,Low,98.67,1,63.64,0,0,0,0
TXN0047522,CUST012153,2026-04-28,Post,27,1,0,0,MX,Mobile,Existing,Medium,63.34,1,25.69,0,0,0,0
TXN0021842,CUST001038,2026-03-13,Pre,-19,0,0,0,CR,Desktop,Existing,Low,79.26,0,66.41,0,1,0,0
TXN0059259,CUST015186,2026-05-15,Post,44,1,0,0,BR,Mobile,Existing,Low,133.51,1,114.25,0,0,0,0
TXN0063703,CUST007604,2026-05-23,Post,52,1,0,0,BR,Desktop,New,Low,110.07,1,72.17,0,0,0,0
TXN0032188,CUST006892,2026-04-01,Post,0,1,1,0,CR,Desktop,Existing,Medium,59.41,1,91.55,0,0,0,0
TXN0032418,CUST014523,2026-04-01,Post,0,1,1,0,MX,Mobile,New,High,47.32,1,77.24,0,0,0,0
TXN0002144,CUST017805,2026-02-04,Pre,-56,0,0,0,US,Mobile,Existing,Medium,104.59,0,305.78,1,1,1,0
TXN0017961,CUST016977,2026-03-06,Pre,-26,0,0,0,BR,Mobile,New,Low,256.74,1,51.5,0,0,0,0
TXN0040525,CUST001239,2026-04-15,Post,14,1,0,0,US,Mobile,New,Medium,390.09,1,37.63,0,0,0,0
TXN0045230,CUST017734,2026-04-23,Post,22,1,0,0,US,Mobile,Existing,High,46.91,1,131.07,1,0,0,0
TXN0023105,CUST016851,2026-03-16,Pre,-16,0,0,0,MX,Desktop,Existing,Low,78.69,1,54.96,0,0,0,0
TXN0031126,CUST021585,2026-03-30,Pre,-2,0,0,0,BR,Mobile,Existing,Low,70.99,1,28.27,0,0,0,0
TXN0062638,CUST020381,2026-05-21,Post,50,1,0,0,US,Mobile,Existing,Medium,107.47,1,37.04,0,0,0,0
TXN0005421,CUST012604,2026-02-11,Pre,-49,0,0,0,US,Mobile,Existing,Low,66.44,1,48.03,0,0,1,0
TXN0023276,CUST019847,2026-03-16,Pre,-16,0,0,0,MX,Desktop,New,High,53.82,1,303.51,1,0,0,0
TXN0039039,CUST012562,2026-04-13,Post,12,1,0,0,MX,Mobile,Existing,Low,15.32,1,13.28,0,0,0,0
TXN0022772,CUST011521,2026-03-15,Pre,-17,0,0,0,mx,Desktop,Existing,Medium,41.02,0,235.55,1,0,0,0
TXN0023340,CUST001422,2026-03-16,Pre,-16,0,0,0,MX,Desktop,New,Low,45.46,1,206.91,1,0,0,0
TXN0060589,CUST021453,2026-05-18,Post,47,1,0,0,US,Desktop,New,Low,155.85,1,42.83,0,0,0,0
TXN0008232,CUST006187,2026-02-16,Pre,-44,0,0,0,MX,Mobile,Existing,Medium,33.96,1,81.98,0,0,0,0
TXN0044049,CUST012377,2026-04-21,Post,20,1,0,0,US,Mobile,New,Low,163.66,1,49.29,0,0,0,0
TXN0025060,CUST006235,2026-03-19,Pre,-13,0,0,0,BR,Desktop,New,Low,132.67,1,141.23,0,0,1,0
TXN0005768,CUST002236,2026-02-11,Pre,-49,0,0,0,US,Mobile,New,Low,8.34,0,33.64,0,0,0,0
TXN0019167,CUST023394,2026-03-08,Pre,-24,0,0,0,BR,Desktop,Existing,Medium,17.99,1,116.0,0,0,0,0
TXN0025314,CUST020231,2026-03-19,Pre,-13,0,0,0,BR,Mobile,Existing,Low,30.5,1,150.71,0,0,0,0
TXN0011783,CUST024844,2026-02-23,Pre,-37,0,0,0,MX,Desktop,New,Low,183.89,1,37.8,0,0,0,0
TXN0011753,CUST012904,2026-02-23,Pre,-37,0,0,0,CR,Mobile,Existing,Medium,92.73,1,155.82,0,0,0,0
TXN0024906,CUST005892,2026-03-19,Pre,-13,0,0,0,MX,Mobile,Existing,Medium,65.16,1,123.65,0,0,1,0
TXN0023930,CUST019417,2026-03-17,Pre,-15,0,0,0,US,Desktop,Existing,Low,136.26,1,105.22,0,0,0,0
TXN0011038,CUST019391,2026-02-21,Pre,-39,0,0,0,MX,Mobile,Existing,Low,166.25,1,58.03,1,0,0,0
TXN0061262,CUST019658,2026-05-19,Post,48,1,0,0,CR,Mobile,New,Low,36.34,1,88.38,1,0,0,0
TXN0054185,CUST009835,2026-05-07,Post,36,1,0,1,MX,Mobile,Existing,High,56.54,1,340.82,1,0,0,0
TXN0029004,CUST004695,2026-03-26,Pre,-6,0,0,0,US,Mobile,New,Low,16.28,1,158.45,0,0,0,0
TXN0003442,CUST016076,2026-02-07,Pre,-53,0,0,0,MX,Mobile,Existing,Low,60.51,1,52.69,0,0,0,1
TXN0017064,CUST018119,2026-03-04,Pre,-28,0,0,0,BR,Mobile,New,High,140.91,1,57.13,1,1,0,0
TXN0054775,CUST006597,2026-05-08,Post,37,1,0,1,US,Mobile,Existing,Low,18.42,1,77.31,0,0,0,0
TXN0030724,CUST002996,2026-03-30,Pre,-2,0,0,0,US,Mobile,New,Low,30.08,1,56.91,0,0,0,0
TXN0030972,CUST001891,2026-03-30,Pre,-2,0,0,0,US,Mobile,Existing,High,48.08,1,244.75,0,0,0,0
TXN0042284,CUST017356,2026-04-18,Post,17,1,0,0,BR,Mobile,Existing,Medium,100.07,1,49.13,0,0,0,0
TXN0018806,CUST003971,2026-03-08,Pre,-24,0,0,0,CR,Mobile,New,High,103.43,1,116.16,0,0,0,0
TXN0039370,CUST021405,2026-04-14,Post,13,1,0,0,US,Mobile,Existing,Low,141.47,1,34.02,0,1,0,0
TXN0063749,CUST002936,2026-05-23,Post,52,1,0,0,CR,Mobile,Existing,Low,285.3,0,20.73,0,0,0,0
TXN0051118,CUST015514,2026-05-04,Post,33,1,0,1,CR,Mobile,Existing,Medium,63.96,1,77.62,1,0,0,0
TXN0026823,CUST010126,2026-03-22,Pre,-10,0,0,0,MX,Mobile,Existing,Low,65.81,0,66.8,0,0,0,0
TXN0047459,CUST024312,2026-04-27,Post,26,1,0,0,BR,Desktop,New,Medium,7.76,1,106.42,0,0,0,0
TXN0039378,CUST015546,2026-04-14,Post,13,1,0,0,MX,Mobile,Existing,High,231.09,1,69.22,0,0,0,0
TXN0024816,CUST024185,2026-03-19,Pre,-13,0,0,0,MX,Desktop,Existing,Low,44.11,1,83.66,0,0,0,0
TXN0058736,CUST005837,2026-05-14,Post,43,1,0,0,US,Mobile,New,Medium,110.17,1,66.29,0,0,0,0
TXN0061160,CUST008888,2026-05-19,Post,48,1,0,0,MX,Mobile,New,Medium,207.61,1,82.21,0,0,0,0
TXN0056988,CUST004742,2026-05-11,Post,40,1,0,0,US,Mobile,New,Medium,59.78,1,50.88,0,0,0,0
TXN0027983,CUST019209,2026-03-24,Pre,-8,0,0,0,US,Desktop,New,Low,47.87,1,38.44,0,0,0,0
TXN0031059,CUST007572,2026-03-30,Pre,-2,0,0,0,CR,Mobile,Existing,Medium,31.46,0,63.04,0,0,0,0
TXN0004616,CUST020527,2026-02-09,Pre,-51,0,0,0,US,Desktop,Existing,Medium,94.04,0,255.67,1,0,0,0
TXN0057460,CUST012423,2026-05-12,Post,41,1,0,0,BR,Mobile,New,Low,135.98,1,91.99,0,0,0,0
TXN0063313,CUST003070,2026-05-22,Post,51,1,0,0,US,Mobile,Existing,Low,91.01,1,39.9,0,0,0,0
TXN0059350,CUST017107,2026-05-15,Post,44,1,0,0,BR,Desktop,New,Low,32.51,1,137.52,1,0,0,0
TXN0043551,CUST025773,2026-04-21,Post,20,1,0,0,US,Mobile,New,Low,54.15,1,67.54,0,1,0,0
TXN0050419,CUST004117,2026-05-02,Post,31,1,0,0,CR,Mobile,New,Medium,29.79,1,69.58,0,0,0,0
TXN0066350,CUST004244,2026-05-27,Post,56,1,0,0,CR,Mobile,New,Low,96.52,1,49.23,0,0,0,0
TXN0034555,CUST017618,2026-04-05,Post,4,1,1,0,BR,Mobile,New,High,193.71,1,87.54,1,0,1,0
TXN0005953,CUST023264,2026-02-11,Pre,-49,0,0,0,MX,Desktop,Existing,Low,168.96,0,157.94,0,0,0,0
TXN0007544,CUST018103,2026-02-15,Pre,-45,0,0,0,MX,Desktop,New,Low,184.77,1,123.27,0,0,0,0
TXN0018046,CUST009043,2026-03-06,Pre,-26,0,0,0,MX,Mobile,New,Low,99.57,1,54.65,0,0,0,0
TXN0058697,CUST009119,2026-05-14,Post,43,1,0,0,MX,Mobile,New,Medium,14.87,1,55.8,0,0,0,0
TXN0052084,CUST003970,2026-05-05,Post,34,1,0,1,US,Desktop,Existing,Low,20.21,1,40.81,0,0,0,0
TXN0002792,CUST023449,2026-02-06,Pre,-54,0,0,0,US,Mobile,Existing,Low,24.74,0,27.69,0,0,0,0
TXN0040495,CUST003473,2026-04-15,Post,14,1,0,0,BR,Desktop,Existing,Low,99.09,1,30.02,0,0,0,0
TXN0039625,CUST012033,2026-04-14,Post,13,1,0,0,BR,Desktop,New,Low,125.49,1,19.12,0,0,0,0
TXN0014422,CUST011282,2026-02-27,Pre,-33,0,0,0,US,Mobile,New,Low,78.11,0,101.69,0,0,0,0
TXN0057144,CUST008555,2026-05-12,Post,41,1,0,0,US,Mobile,New,Low,46.72,1,28.61,0,0,0,0
TXN0025797,CUST012668,2026-03-20,Pre,-12,0,0,0,BR,Mobile,New,Medium,80.33,1,91.83,1,0,0,0
TXN0061666,CUST008932,2026-05-19,Post,48,1,0,0,US,Mobile,Existing,Low,331.26,1,76.42,0,0,0,0
TXN0015510,CUST016280,2026-03-02,Pre,-30,0,0,0,BR,Mobile,Existing,Low,154.39,1,60.56,0,0,0,0
TXN0064496,CUST006222,2026-05-24,Post,53,1,0,0,BR,Mobile,New,Medium,120.38,0,-5.0,1,0,0,0
TXN0060856,CUST015862,2026-05-18,Post,47,1,0,0,US,Mobile,Existing,Low,122.57,1,63.45,0,0,0,0
TXN0022646,CUST024305,2026-03-15,Pre,-17,0,0,0,US,Desktop,Existing,Medium,65.52,1,326.16,1,0,0,0
TXN0012311,CUST015661,2026-02-24,Pre,-36,0,0,0,BR,Mobile,New,Low,345.82,1,90.13,0,0,0,0
TXN0023502,CUST022344,2026-03-16,Pre,-16,0,0,0,MX,Desktop,Existing,Medium,46.51,0,80.59,1,0,0,0
TXN0055035,CUST001533,2026-05-08,Post,37,1,0,1,US,Mobile,Existing,High,33.02,1,18.66,0,0,0,0
TXN0011198,CUST004669,2026-02-22,Pre,-38,0,0,0,MX,Mobile,New,Low,85.84,1,92.19,0,0,0,0
TXN0009488,CUST002543,2026-02-18,Pre,-42,0,0,0,MX,Mobile,New,Medium,18.15,1,77.72,0,0,0,0
TXN0061643,CUST001640,2026-05-19,Post,48,1,0,0,BR,Mobile,Existing,Low,266.96,1,39.61,0,0,0,0
TXN0040631,CUST001976,2026-04-16,Post,15,1,0,0,US,Desktop,New,Low,328.02,1,32.95,0,0,0,0
TXN0011331,CUST007273,2026-02-22,Pre,-38,0,0,0,MX,Mobile,Existing,Low,150.58,0,154.76,0,0,0,0
TXN0059651,CUST006627,2026-05-16,Post,45,1,0,0,MX,Mobile,New,Low,197.47,1,28.85,0,0,0,0
TXN0037606,CUST007751,2026-04-10,Post,9,1,0,0,MX,Desktop,Existing,Medium,85.46,1,121.23,0,1,0,0
TXN0025279,CUST018218,2026-03-19,Pre,-13,0,0,0,US,Mobile,Existing,Low,104.93,1,39.85,0,0,0,0
TXN0055517,CUST017939,2026-05-09,Post,38,1,0,1,BR,Mobile,New,Low,40.62,1,63.31,0,1,0,0
TXN0019848,CUST017642,2026-03-10,Pre,-22,0,0,0,US,Mobile,Existing,Medium,59.49,1,57.41,0,0,0,0
TXN0015389,CUST021327,2026-03-01,Pre,-31,0,0,0,US,Mobile,Existing,Low,82.29,0,122.6,1,0,0,0
TXN0037873,CUST020339,2026-04-11,Post,10,1,0,0,CR,Mobile,Existing,Low,143.43,1,44.01,0,0,0,0
TXN0017098,CUST017569,2026-03-04,Pre,-28,0,0,0,BR,Desktop,New,Low,62.33,1,150.85,0,0,0,0
TXN0049780,CUST008737,2026-05-01,Post,30,1,0,0,BR,Mobile,Existing,Low,131.72,1,83.61,0,0,0,0
TXN0041350,CUST013497,2026-04-17,Post,16,1,0,0,MX,Mobile,New,Medium,88.36,1,94.76,1,0,0,0
TXN0065021,CUST021142,2026-05-25,Post,54,1,0,0,US,Desktop,Existing,High,92.41,1,42.68,1,0,0,0
TXN0015621,CUST017098,2026-03-02,Pre,-30,0,0,0,US,Mobile,New,Low,178.97,0,45.32,0,0,0,0
TXN0056117,CUST013019,2026-05-10,Post,39,1,0,1,BR,Desktop,New,Low,140.23,1,54.91,0,0,0,0
TXN0053463,CUST007574,2026-05-07,Post,36,1,0,1,MX,Mobile,Existing,Medium,194.39,1,45.13,0,0,0,0
TXN0016325,CUST017874,2026-03-03,Pre,-29,0,0,0,MX,Mobile,Existing,Medium,117.58,1,92.46,0,0,0,0
TXN0001217,CUST008828,2026-02-03,Pre,-57,0,0,0,US,Mobile,New,Medium,63.93,1,140.12,1,0,0,0
TXN0050966,CUST009925,2026-05-04,Post,33,1,0,1,BR,Mobile,Existing,Low,60.94,1,45.08,0,0,0,0
TXN0016380,CUST005167,2026-03-03,Pre,-29,0,0,0,US,Mobile,Existing,Low,467.39,1,106.72,1,0,0,0
TXN0024841,CUST011200,2026-03-19,Pre,-13,0,0,0,US,Mobile,New,Low,49.02,1,56.56,0,0,0,0
TXN0012270,CUST014961,2026-02-24,Pre,-36,0,0,0,MX,Mobile,New,High,108.79,1,153.42,1,0,0,0
TXN0040803,CUST009446,2026-04-16,Post,15,1,0,0,US,Mobile,Existing,Low,93.75,1,54.69,0,0,0,0
TXN0030216,CUST007660,2026-03-28,Pre,-4,0,0,0,MX,Mobile,New,Low,139.69,1,77.35,0,0,0,0
TXN0061635,CUST016370,2026-05-19,Post,48,1,0,0,CR,Mobile,Existing,Medium,15.18,1,47.08,0,0,0,0
TXN0043983,CUST006237,2026-04-21,Post,20,1,0,0,US,Mobile,Existing,Medium,60.31,1,109.92,1,0,0,0
TXN0017335,CUST003221,2026-03-05,Pre,-27,0,0,0,US,Mobile,Existing,High,13.69,0,145.73,1,0,0,0
TXN0042723,CUST010521,2026-04-19,Post,18,1,0,0,US,Mobile,New,Low,25.73,1,63.46,0,0,0,0
TXN0029336,CUST013863,2026-03-27,Pre,-5,0,0,0,BR,Mobile,Existing,Medium,179.3,1,53.7,0,1,0,0
TXN0050823,CUST021729,2026-05-03,Post,32,1,0,0,MX,Desktop,Existing,Low,53.26,1,26.38,0,0,0,0
TXN0019730,CUST005728,2026-03-09,Pre,-23,0,0,0,MX,Mobile,Existing,Medium,89.11,0,113.27,0,0,0,0
TXN0066200,CUST007051,2026-05-27,Post,56,1,0,0,MX,Mobile,Existing,Low,121.14,1,38.44,0,0,0,0
TXN0033912,CUST012040,2026-04-04,Post,3,1,1,0,CR,Mobile,Existing,Low,35.52,1,117.44,1,0,0,0
TXN0056343,CUST004904,2026-05-10,Post,39,1,0,1,US,Desktop,Existing,Medium,216.54,1,80.95,0,0,0,0
TXN0021374,CUST004812,2026-03-12,Pre,-20,0,0,0,MX,Mobile,New,High,52.19,1,218.47,1,0,0,0
TXN0033775,CUST004840,2026-04-04,Post,3,1,1,0,US,Desktop,Existing,Low,302.06,0,85.65,0,0,1,0
TXN0007380,CUST012148,2026-02-14,Pre,-46,0,0,0,CR,Desktop,Existing,Low,199.8,1,317.62,1,0,0,0
TXN0051218,CUST011086,2026-05-04,Post,33,1,0,1,US,Mobile,New,Low,68.55,0,113.08,0,0,0,0
TXN0050855,CUST008530,2026-05-03,Post,32,1,0,0,BR,Mobile,Existing,Medium,68.77,1,125.44,0,0,0,0
TXN0065850,CUST025606,2026-05-26,Post,55,1,0,0,CR,Desktop,New,Low,44.98,0,39.47,0,0,0,0
TXN0051109,CUST023096,2026-05-04,Post,33,1,0,1,MX,Mobile,New,Low,155.49,0,48.67,0,0,0,0
TXN0054794,CUST019793,2026-05-08,Post,37,1,0,1,US,Mobile,New,Medium,65.69,1,44.05,0,0,0,0
TXN0039103,CUST021912,2026-04-13,Post,12,1,0,0,BR,Mobile,Existing,High,29.9,0,131.6,0,0,0,0
TXN0043471,CUST012046,2026-04-20,Post,19,1,0,0,CR,Desktop,New,Low,70.02,0,48.29,0,0,0,0
TXN0025927,CUST014057,2026-03-20,Pre,-12,0,0,0,BR,Desktop,Existing,Low,110.3,1,58.9,0,0,0,0
TXN0059567,CUST025163,2026-05-15,Post,44,1,0,0,MX,Mobile,New,Medium,85.13,1,39.92,0,1,0,0
TXN0066001,CUST007118,2026-05-27,Post,56,1,0,0,US,Mobile,Existing,Medium,41.79,1,36.31,0,0,0,0
TXN0036786,CUST008789,2026-04-09,Post,8,1,0,0,BR,Mobile,Existing,Medium,75.55,1,40.66,0,0,0,0
TXN0064266,CUST020059,2026-05-24,Post,53,1,0,0,US,Mobile,Existing,Medium,34.75,1,41.37,0,0,0,0
TXN0057603,CUST007040,2026-05-12,Post,41,1,0,0,US,Mobile,New,Low,51.09,1,103.43,0,0,0,0
TXN0041816,CUST019966,2026-04-17,Post,16,1,0,0,US,Mobile,New,Low,77.39,1,36.82,0,0,0,0
TXN0063526,CUST018809,2026-05-22,Post,51,1,0,0,US,Desktop,New,Low,71.28,0,83.06,0,0,0,0
TXN0058937,CUST024855,2026-05-14,Post,43,1,0,0,US,Mobile,Existing,Low,59.12,1,45.52,0,0,0,0
TXN0026433,CUST005836,2026-03-21,Pre,-11,0,0,0,BR,Desktop,Existing,Low,320.38,1,215.25,1,0,0,0
TXN0066484,CUST019509,2026-05-27,Post,56,1,0,0,MX,Mobile,Existing,Medium,148.5,1,88.77,0,0,0,0
TXN0006864,CUST006976,2026-02-13,Pre,-47,0,0,0,US,Mobile,New,Medium,83.05,1,250.4,1,0,0,0
TXN0036006,CUST003589,2026-04-08,Post,7,1,0,0,CR,Mobile,Existing,Low,28.95,1,36.91,0,0,0,0
TXN0058951,CUST021499,2026-05-15,Post,44,1,0,0,US,Mobile,Existing,Low,45.97,1,22.42,0,0,0,0
TXN0026443,CUST003076,2026-03-21,Pre,-11,0,0,0,MX,Mobile,Existing,Medium,53.57,1,187.6,1,0,0,0
TXN0005419,CUST012576,2026-02-11,Pre,-49,0,0,0,US,Mobile,Existing,Low,53.42,1,52.88,0,0,0,0
TXN0052184,CUST016656,2026-05-05,Post,34,1,0,1,US,Desktop,New,Low,180.91,0,29.16,1,0,0,0
TXN0016705,CUST017477,2026-03-04,Pre,-28,0,0,0,US,Mobile,New,Low,121.45,1,91.08,0,0,0,0
TXN0026893,CUST001894,2026-03-22,Pre,-10,0,0,0,MX,Mobile,Existing,Medium,36.72,1,124.98,0,0,0,0
TXN0059274,CUST007032,2026-05-15,Post,44,1,0,0,US,Mobile,New,Low,176.3,1,37.81,0,0,0,0
