customer_id,customer_created_at,acquisition_channel,country_code,marketing_consent,order_id,order_timestamp,recognized_revenue
C02672,2025-08-14,organic,MX,True,O0022727,2026-05-06,27.97
C02126,2024-10-22,referral,US,True,O0018337,2026-08-08,168.93
C00864,2026-05-28,paid_search,MX,True,O0007471,2026-08-26,148.43
C00533,2025-07-14,referral,CR,True,O0004529,2026-08-09,57.9
C01734,2026-07-01,organic,US,True,O0015053,2026-07-02,38.24
C00358,2026-06-05,email,US,False,O0003043,2026-06-06,53.47
C02114,2025-06-25,organic,US,False,O0018210,2025-06-26,18.38
C00882,2025-02-01,referral,US,True,O0007643,2026-05-30,123.66
C00738,2025-02-07,organic,US,True,O0006397,2026-05-29,100.77
C01728,2026-06-11,organic,US,False,O0014999,2026-06-12,138.25
C02809,2026-06-16,paid_search,MX,True,O0023816,2026-07-31,33.13
C00654,2024-12-28,paid_social,US,True,O0005605,2026-07-18,205.21
C00031,2025-12-01,organic,US,False,O0000286,2026-04-20,281.12
C02352,2025-01-09,referral,US,True,O0020243,2026-04-02,111.49
C01351,2025-08-15,email,MX,True,O0011747,2026-01-15,46.24
C00398,2025-08-18,paid_social,BR,True,O0003377,2026-05-09,177.03
C02291,2025-12-05,paid_social,MX,False,O0019724,2026-08-06,24.05
C02119,2025-12-07,referral,MX,True,O0018262,2026-01-18,276.04
C02847,2025-04-27,email,US,True,O0024107,2026-08-25,51.2
C02853,2025-06-09,email,US,True,O0024125,2025-06-10,38.09
C01132,2025-04-27,email,US,True,O0009628,2026-07-18,295.91
C02380,2025-09-11,organic,MX,True,O0020473,2026-07-16,71.67
C00875,2024-11-12,paid_search,CR,True,O0007573,2026-07-02,137.07
C00178,2026-01-23,paid_social,US,True,O0001526,2026-08-01,48.52
C01869,2025-07-04,organic,BR,True,O0016152,2026-03-29,165.07
C00019,2024-11-16,paid_search,MX,True,O0000178,2026-08-08,72.63
C01899,2026-03-30,paid_search,CR,True,O0016427,2026-06-13,149.2
C00995,2025-10-14,organic,MX,True,O0008560,2026-02-14,44.4
C01541,2025-06-21,email,MX,False,O0013426,2026-04-18,38.13
C02061,2024-11-06,referral,US,False,O0017812,2026-04-02,50.67
C00844,2025-01-21,organic,CR,True,O0007268,2026-03-14,210.24
C01970,2026-03-18,email,US,True,O0017027,2026-08-16,29.05
C02380,2025-09-11,organic,MX,True,O0020469,2026-06-20,220.06
C00374,2024-10-31,paid_social,MX,True,O0003189,2026-06-19,120.42
C01998,2025-11-20,email,US,False,O0017303,2026-06-04,24.94
C01990,2026-04-08,organic,US,True,O0017196,2026-04-26,54.41
C02287,2024-11-26,paid_social,MX,True,O0019695,2026-08-03,113.64
C00465,2025-03-31,paid_search,US,True,O0003962,2026-05-24,67.87
C02403,2026-03-02,referral,BR,True,O0020639,2026-08-26,256.83
C01376,2025-06-30,organic,BR,True,O0011918,2026-07-20,87.29
C01552,2024-10-12,organic,BR,False,O0013500,2025-09-25,49.05
C02991,2025-12-07,organic,MX,True,O0025231,2026-07-12,143.75
C01748,2025-09-25,paid_social,US,True,O0015166,2026-03-18,72.25
C00003,2024-10-07,referral,BR,True,O0000024,2026-01-30,209.24
C01001,2025-03-03,organic,US,True,O0008595,2026-05-19,15.68
C01335,2025-08-28,organic,US,True,O0011589,2026-07-10,84.96
C01556,2025-10-22,paid_search,CR,True,O0013548,2026-07-26,205.16
C00589,2026-07-25,paid_search,US,True,O0005028,2026-07-26,87.07
C01312,2024-11-16,organic,US,True,O0011378,2026-05-19,173.09
C02203,2025-08-20,paid_search,MX,True,O0018954,2026-07-21,104.85
C02238,2025-07-23,paid_search,CR,True,O0019265,2026-05-23,38.51
C02575,2025-02-01,email,MX,False,O0021975,2025-12-25,181.32
C02202,2025-07-29,paid_social,US,True,O0018947,2026-06-19,70.04
C02356,2024-10-14,referral,US,True,O0020278,2026-06-19,132.34
C00444,2026-03-24,paid_social,US,True,O0003741,2026-06-28,94.28
C00196,2025-07-28,paid_social,MX,False,O0001650,2026-06-27,118.59
C00841,2024-10-05,referral,CR,True,O0007240,2026-07-17,193.31
C02959,2025-02-01,referral,US,True,O0024981,2026-02-01,202.1
C00608,2024-12-20,referral,CR,True,O0005203,2026-08-06,152.87
C02299,2024-10-02,referral,US,True,O0019779,2025-07-20,25.25
C01684,2025-06-18,organic,BR,True,O0014647,2025-10-05,50.53
C02124,2026-04-13,organic,US,True,O0018310,2026-04-14,154.54
C02429,2024-09-13,organic,CR,True,O0020813,2025-04-17,70.8
C01878,2025-05-01,organic,US,True,O0016243,2025-08-31,83.73
C02518,2025-02-23,paid_search,CR,True,O0021561,2026-02-06,84.83
C00687,2025-11-18,organic,US,True,O0005964,2026-07-11,145.1
C00518,2025-12-08,paid_search,US,True,O0004388,2026-03-09,150.03
C02831,2025-08-05,organic,MX,True,O0024007,2026-07-14,98.9
C01105,2024-10-30,paid_social,US,True,O0009412,2026-05-12,51.21
C00608,2024-12-20,referral,CR,True,O0005193,2026-03-20,62.84
C01537,2025-10-30,referral,BR,True,O0013393,2026-08-17,54.23
C01614,2024-12-17,email,US,True,O0014054,2026-07-11,80.75
C01056,2026-01-22,paid_search,MX,True,O0009028,2026-05-24,24.36
C01404,2024-12-13,paid_search,MX,True,O0012177,2025-04-20,111.22
C00283,2026-05-15,organic,MX,True,O0002452,2026-05-16,112.17
C02528,2025-08-24,referral,MX,False,O0021631,2026-06-08,126.72
C01637,2025-10-21,paid_search,US,False,O0014241,2026-07-18,65.35
C01983,2025-06-01,paid_search,MX,True,O0017153,2026-08-27,176.66
C01283,2024-09-17,email,MX,True,O0011085,2026-04-18,118.51
C00608,2024-12-20,referral,CR,True,O0005201,2026-06-29,94.09
C00318,2026-02-04,paid_social,MX,False,O0002734,2026-03-27,74.81
C01476,2025-01-18,organic,US,False,O0012871,2025-01-19,34.17
C00783,2025-08-06,paid_search,US,True,O0006736,2026-05-20,130.13
C02999,2025-02-28,paid_search,US,True,O0025301,2026-08-27,174.77
C00689,2026-01-29,referral,CR,True,O0006020,2026-08-07,94.85
C01567,2026-01-24,organic,MX,True,O0013664,2026-06-21,198.27
C02962,2025-10-17,paid_search,MX,False,O0025011,2026-06-01,142.45
C01229,2025-07-30,referral,US,True,O0010521,2026-01-01,54.2
C02216,2025-06-23,organic,US,True,O0019082,2026-03-02,65.52
C00237,2025-02-21,referral,MX,True,O0002001,2025-02-22,49.98
C01660,2026-02-09,paid_social,CR,True,O0014436,2026-07-28,29.48
C01132,2025-04-27,email,US,True,O0009634,2026-08-22,32.43
C00910,2024-09-18,email,US,True,O0007841,2026-06-26,178.97
C02722,2025-10-04,email,US,True,O0023177,2025-12-21,180.87
C01155,2025-12-24,paid_search,CR,True,O0009875,2026-08-10,36.12
C01934,2025-01-16,paid_search,MX,True,O0016703,2026-08-28,324.64
C02640,2025-05-20,paid_search,US,True,O0022483,2026-07-09,178.35
C01810,2025-02-03,paid_search,CR,True,O0015652,2025-08-01,82.39
C02534,2024-12-24,paid_search,MX,True,O0021693,2026-02-17,237.04
C00824,2025-08-27,organic,MX,True,O0007106,2026-07-18,122.41
C00993,2024-11-03,referral,US,True,O0008541,2025-09-01,119.76
C00269,2026-06-19,organic,US,True,O0002322,2026-06-20,205.69
C00113,2026-03-29,email,MX,True,O0000954,2026-03-30,73.23
C01250,2024-10-15,email,US,False,O0010739,2026-06-28,39.98
C00945,2026-04-29,organic,MX,True,O0008158,2026-04-30,81.25
C00926,2025-01-24,paid_search,MX,True,O0008004,2025-12-24,61.46
C02586,2025-01-11,paid_search,US,False,O0022042,2026-08-15,152.43
C00700,2026-02-03,organic,US,True,O0006078,2026-02-04,45.01
C00763,2025-12-13,organic,CR,True,O0006584,2026-03-24,17.26
C02552,2026-03-10,organic,US,False,O0021813,2026-03-11,160.17
C02007,2024-11-24,organic,US,True,O0017365,2025-12-21,89.14
C02137,2025-06-19,email,CR,True,O0018437,2025-06-20,49.52
C00077,2026-06-30,paid_social,MX,True,O0000674,2026-07-20,131.09
C00721,2026-04-09,referral,BR,True,O0006279,2026-08-12,177.96
C01504,2025-03-06,referral,US,False,O0013110,2026-04-21,59.77
C01427,2026-06-26,paid_search,US,True,O0012366,2026-06-27,16.93
C00379,2025-06-03,paid_social,MX,True,O0003231,2026-06-04,32.28
C02986,2025-01-03,paid_search,US,True,O0025196,2026-03-02,62.05
C00107,2026-06-12,email,US,False,O0000906,2026-06-13,84.07
C01724,2024-09-23,paid_social,CR,False,O0014960,2026-05-01,46.5
C01693,2026-03-22,organic,MX,True,O0014720,2026-03-23,207.28
C01733,2024-11-22,organic,BR,True,O0015046,2026-07-10,44.85
C01614,2024-12-17,email,US,True,O0014057,2026-07-22,133.92
C00316,2025-12-04,organic,MX,True,O0002708,2026-06-04,124.29
C01954,2025-12-05,referral,US,True,O0016901,2026-06-18,208.3
C02394,2025-08-15,referral,BR,True,O0020577,2026-06-04,67.26
C02228,2025-03-18,paid_social,US,True,O0019172,2025-11-12,79.15
C00773,2024-12-02,paid_social,MX,True,O0006651,2025-08-16,79.88
C01118,2026-08-01,organic,CR,True,O0009503,2026-08-02,33.38
C01419,2025-03-20,organic,US,True,O0012296,2026-06-01,86.96
C01327,2026-06-20,paid_search,CR,True,O0011511,2026-06-21,200.85
C02723,2025-12-26,organic,US,True,O0023186,2026-06-09,36.91
C01140,2025-12-19,email,BR,True,O0009735,2026-07-04,66.06
C00380,2025-05-10,referral,MX,True,O0003239,2026-01-07,84.7
C01512,2025-04-11,paid_search,BR,True,O0013185,2026-04-14,74.79
C00234,2025-02-21,organic,CR,False,O0001979,2026-03-15,44.1
C02796,2024-10-13,referral,US,True,O0023722,2026-04-25,21.16
C02245,2024-11-26,referral,US,True,O0019332,2026-05-07,72.24
C02904,2025-02-26,paid_social,US,True,O0024541,2026-06-29,84.7
C02034,2025-12-16,organic,CR,True,O0017592,2025-12-17,64.95
C02895,2025-09-08,organic,MX,True,O0024468,2026-01-15,131.12
C01577,2024-09-17,paid_social,US,True,O0013744,2025-02-12,95.31
C01737,2025-07-01,organic,US,True,O0015082,2025-08-14,27.49
C01640,2026-07-07,referral,US,True,O0014251,2026-07-08,61.37
C02445,2025-12-05,paid_social,US,True,O0020946,2025-12-06,123.49
C01049,2025-08-12,organic,US,True,O0008970,2026-02-25,155.37
C02135,2024-12-29,referral,BR,True,O0018432,2025-05-27,27.28
C00255,2025-11-14,paid_social,MX,True,O0002165,2026-02-07,199.97
C00902,2024-11-04,referral,BR,True,O0007786,2026-01-04,109.76
C01154,2025-06-04,paid_search,US,True,O0009853,2026-04-13,196.57
C01509,2026-05-09,paid_search,BR,True,O0013151,2026-05-10,25.37
C01647,2025-10-22,referral,US,True,O0014304,2026-07-25,343.99
C01410,2026-05-14,paid_search,BR,True,O0012224,2026-06-30,44.73
C00380,2025-05-10,referral,MX,True,O0003236,2025-09-20,108.43
C00113,2026-03-29,email,MX,True,O0000963,2026-06-29,119.05
C01028,2026-03-02,paid_social,BR,False,O0008802,2026-03-21,236.11
C01615,2025-12-01,email,US,True,O0014065,2026-02-13,85.71
C02881,2025-07-18,organic,MX,True,O0024368,2026-05-24,28.76
C00072,2025-07-19,organic,BR,True,O0000618,2025-12-16,36.5
C02297,2026-05-16,paid_search,MX,True,O0019761,2026-07-24,88.87
C00898,2026-01-20,organic,US,True,O0007762,2026-01-21,19.76
C00987,2025-06-18,paid_search,BR,False,O0008479,2026-04-30,75.98
C02769,2025-10-16,paid_search,US,True,O0023508,2025-10-17,17.39
C02299,2024-10-02,referral,US,True,O0019776,2025-06-10,90.04
C02891,2025-03-15,email,MX,True,O0024444,2026-03-29,53.06
C01099,2025-07-23,organic,US,True,O0009366,2025-11-27,45.23
C00821,2025-08-14,organic,BR,True,O0007080,2026-06-27,46.31
C01873,2025-08-18,email,BR,True,O0016196,2026-07-30,213.21
C01346,2025-04-20,paid_search,MX,True,O0011668,2026-05-23,30.64
C02249,2024-10-24,paid_social,US,True,O0019358,2026-05-01,37.68
C02802,2025-08-20,referral,BR,True,O0023764,2026-07-08,81.95
C00042,2025-09-02,paid_search,CR,True,O0000408,2026-08-09,80.63
C01645,2026-04-28,paid_search,MX,True,O0014284,2026-04-29,68.51
C01570,2026-06-11,referral,BR,False,O0013685,2026-06-12,46.82
C00826,2025-11-23,organic,US,False,O0007121,2026-07-10,85.5
C02088,2026-06-04,email,BR,False,O0018038,2026-06-05,116.05
C02231,2025-10-11,email,US,True,O0019193,2025-10-12,30.23
C01827,2026-05-07,referral,US,False,O0015811,2026-07-25,40.85
C01931,2025-03-22,paid_search,BR,True,O0016649,2026-02-20,20.16
C01041,2024-09-17,paid_social,US,True,O0008902,2026-08-25,195.66
C02546,2024-11-25,paid_search,MX,True,O0021782,2026-04-26,8.7
C02232,2025-01-06,organic,BR,True,O0019203,2025-12-01,8.0
C01161,2025-07-04,paid_search,US,True,O0009923,2026-04-09,32.93
C00881,2024-12-14,email,BR,True,O0007632,2026-01-03,19.93
C00495,2025-09-06,paid_search,MX,True,O0004178,2025-10-07,91.36
C00811,2026-07-29,paid_social,CR,True,O0007018,2026-08-06,28.7
C02125,2025-03-31,referral,US,True,O0018316,2026-02-11,48.22
C00757,2025-02-12,organic,MX,True,O0006531,2025-06-30,42.96
C00094,2026-03-04,organic,US,False,O0000809,2026-03-15,62.14
C00255,2025-11-14,paid_social,MX,True,O0002174,2026-08-08,177.78
C02729,2025-08-14,organic,BR,False,O0023235,2025-08-15,46.7
C01419,2025-03-20,organic,US,True,O0012304,2026-07-24,155.55
C02442,2026-07-12,email,US,False,O0020931,2026-08-30,234.98
C00877,2025-01-25,organic,BR,False,O0007589,2026-03-19,20.58
C00442,2025-08-19,organic,BR,True,O0003709,2026-07-28,95.37
C00056,2024-12-17,paid_search,MX,True,O0000513,2024-12-18,29.2
C01374,2024-11-09,email,BR,False,O0011901,2025-08-02,43.39
C01071,2026-02-11,organic,CR,True,O0009155,2026-02-12,24.03
C01549,2026-01-21,paid_search,US,True,O0013488,2026-08-28,66.37
C02119,2025-12-07,referral,MX,True,O0018263,2026-04-01,93.85
C00499,2025-12-06,referral,MX,True,O0004222,2026-07-01,75.19
C01841,2025-07-14,organic,US,True,O0015892,2026-06-24,46.08
C01902,2025-03-14,email,BR,False,O0016432,2025-07-23,78.14
C00519,2025-12-31,organic,US,True,O0004399,2026-05-14,79.45
C02939,2026-03-02,email,CR,True,O0024804,2026-07-31,131.7
C02663,2025-12-30,organic,BR,True,O0022658,2025-12-31,52.6
C00021,2026-06-10,organic,US,True,O0000194,2026-06-11,44.01
C00438,2025-11-17,referral,MX,True,O0003661,2025-11-18,43.62
C02723,2025-12-26,organic,US,True,O0023188,2026-08-12,59.03
C00095,2025-02-09,organic,MX,True,O0000814,2026-05-05,78.4
C02049,2025-05-04,organic,MX,True,O0017730,2026-05-03,54.71
C01425,2025-07-02,organic,CR,True,O0012355,2026-03-11,73.54
C02437,2024-09-25,paid_search,US,True,O0020875,2026-05-23,104.38
C02698,2025-07-13,paid_search,MX,False,O0022977,2025-07-14,40.83
C01728,2026-06-11,organic,US,False,O0015005,2026-06-12,210.17
C00783,2025-08-06,paid_search,US,True,O0006730,2026-01-30,42.69
C01874,2025-06-18,paid_search,US,True,O0016200,2026-05-25,71.07
C01256,2025-05-07,paid_social,MX,True,O0010821,2025-10-25,9.19
C00614,2026-03-20,paid_social,BR,True,O0005273,2026-03-21,82.55
C00043,2025-08-05,paid_search,MX,False,O0000412,2026-07-20,41.96
C01978,2025-03-16,organic,US,True,O0017094,2025-12-21,292.07
C01965,2025-10-02,paid_social,US,False,O0017004,2025-10-03,69.79
C00076,2025-06-07,referral,BR,True,O0000650,2026-04-29,279.59
C00656,2025-12-11,organic,BR,False,O0005624,2025-12-12,85.18
C02685,2025-06-30,paid_search,US,True,O0022838,2026-05-06,68.8
C02495,2025-09-27,paid_social,CR,True,O0021346,2026-05-17,24.8
C00480,2026-03-04,organic,US,True,O0004089,2026-03-05,38.01
C00704,2026-02-18,paid_social,US,False,O0006123,2026-06-06,28.67
C01993,2025-01-09,organic,MX,False,O0017229,2026-03-30,30.01
C01023,2026-03-01,organic,CR,False,O0008759,2026-07-06,35.24
C01399,2025-11-11,organic,US,True,O0012116,2026-07-23,171.53
C01418,2024-12-27,organic,BR,True,O0012290,2026-07-11,13.95
C01206,2025-12-01,organic,MX,True,O0010344,2026-07-12,112.73
C00019,2024-11-16,paid_search,MX,True,O0000163,2026-03-08,175.43
C01172,2026-07-22,paid_search,MX,True,O0009996,2026-07-23,251.1
C01118,2026-08-01,organic,CR,True,O0009509,2026-08-02,49.38
C01268,2024-10-02,email,US,True,O0010934,2025-08-28,25.93
C01245,2025-02-28,organic,US,False,O0010671,2025-12-10,132.95
C01015,2025-12-02,paid_search,MX,True,O0008721,2026-08-26,19.05
C01808,2025-03-27,organic,US,True,O0015637,2025-05-03,108.61
C00807,2025-01-26,referral,US,True,O0006954,2026-05-05,54.39
C01858,2025-07-14,paid_search,BR,True,O0016072,2026-04-22,153.75
C02287,2024-11-26,paid_social,MX,True,O0019688,2026-05-03,60.79
C02607,2025-12-06,referral,MX,True,O0022194,2026-07-05,178.07
C01558,2025-04-01,paid_search,BR,True,O0013580,2026-01-17,53.22
C01855,2026-02-28,email,BR,True,O0016025,2026-04-19,36.6
C00332,2026-04-21,referral,BR,True,O0002860,2026-08-27,211.25
C01013,2024-11-11,paid_search,MX,True,O0008710,2026-04-09,90.01
C00863,2025-05-05,paid_social,US,True,O0007443,2025-05-28,66.05
C02670,2026-02-21,paid_search,US,True,O0022710,2026-02-22,9.75
C00052,2024-12-02,referral,MX,True,O0000488,2025-08-22,115.56
C01857,2025-03-19,paid_search,CR,True,O0016063,2026-08-09,174.36
C01774,2026-03-22,organic,CR,True,O0015369,2026-08-05,34.61
C01304,2026-01-13,referral,BR,False,O0011288,2026-01-14,106.0
C00544,2024-11-08,paid_social,MX,True,O0004602,2025-10-07,19.76
C02928,2025-06-13,paid_social,BR,True,O0024730,2025-06-14,105.8
C01250,2024-10-15,email,US,False,O0010729,2026-02-28,76.88
C02262,2025-08-19,organic,MX,True,O0019490,2026-08-16,34.57
C00493,2024-11-08,organic,US,True,O0004173,2026-03-04,132.93
C00409,2024-12-03,referral,US,True,O0003498,2026-04-09,85.67
C00290,2025-11-21,paid_social,US,False,O0002522,2026-07-14,218.64
C02643,2025-11-26,referral,MX,False,O0022505,2026-05-03,38.03
C00961,2026-06-01,organic,BR,True,O0008291,2026-06-08,77.96
C01722,2026-02-16,organic,BR,True,O0014952,2026-05-31,97.99
C01183,2026-01-10,paid_social,US,True,O0010115,2026-04-14,204.63
C00153,2025-03-29,referral,US,True,O0001329,2025-12-16,153.27
C02974,2025-08-02,referral,MX,True,O0025100,2026-04-19,95.2
C00433,2025-12-27,organic,BR,False,O0003631,2026-08-22,211.86
C01614,2024-12-17,email,US,True,O0014062,2026-08-20,27.62
C02958,2025-12-06,organic,US,True,O0024970,2026-07-15,218.81
C02779,2026-01-23,organic,US,True,O0023591,2026-01-24,142.64
C00701,2024-11-09,referral,CR,False,O0006099,2026-07-18,160.31
C01774,2026-03-22,organic,CR,True,O0015367,2026-07-19,90.35
C01351,2025-08-15,email,MX,True,O0011749,2026-03-07,61.03
C00011,2024-11-10,organic,CR,True,O0000118,2026-04-25,59.58
C02262,2025-08-19,organic,MX,True,O0019491,2026-08-22,30.52
C01398,2025-04-06,paid_search,MX,True,O0012104,2026-08-02,18.18
C00520,2024-12-22,organic,US,True,O0004410,2025-11-21,98.86
C00145,2025-08-29,organic,BR,True,O0001272,2026-05-16,54.54
C00361,2026-04-04,organic,MX,False,O0003071,2026-04-05,138.08
C02440,2025-03-29,email,MX,True,O0020903,2025-05-27,119.71
C00762,2026-06-02,paid_search,CR,True,O0006578,2026-06-03,123.91
C02764,2025-09-17,referral,US,True,O0023468,2026-08-02,229.04
C02598,2025-01-07,email,US,True,O0022123,2026-01-18,33.51
C01678,2025-06-24,paid_social,US,False,O0014615,2026-03-08,105.95
C00034,2026-02-20,organic,MX,False,O0000325,2026-05-05,38.34
C00641,2024-09-24,organic,US,True,O0005504,2026-06-27,54.11
C00991,2025-01-05,paid_search,CR,False,O0008519,2026-04-23,166.84
C02919,2026-02-01,organic,US,False,O0024664,2026-05-04,79.14
C02633,2025-11-06,paid_search,US,True,O0022414,2026-07-30,168.97
C01360,2025-01-27,referral,US,True,O0011808,2025-05-20,42.14
C01248,2026-04-23,referral,CR,False,O0010710,2026-04-24,261.61
C00390,2025-03-30,organic,US,True,O0003317,2026-03-18,98.38
C02271,2025-04-29,referral,BR,True,O0019571,2025-04-30,39.93
C01065,2026-05-25,email,BR,False,O0009085,2026-07-11,17.28
C00505,2025-09-18,paid_search,MX,False,O0004265,2026-06-10,63.35
C00041,2026-01-04,paid_search,MX,True,O0000400,2026-07-11,164.82
C00604,2025-04-16,referral,BR,False,O0005147,2026-08-21,112.77
C01517,2026-01-26,email,US,True,O0013221,2026-01-27,8.0
C00671,2025-09-20,paid_social,BR,False,O0005774,2026-06-25,36.03
C02429,2024-09-13,organic,CR,True,O0020814,2025-04-28,78.57
C02938,2025-11-05,email,US,False,O0024777,2025-12-04,29.35
C01608,2024-09-20,paid_search,CR,True,O0013998,2025-06-29,211.4
C00548,2024-10-30,organic,US,True,O0004635,2026-05-02,65.03
C02752,2026-07-09,email,BR,True,O0023382,2026-08-16,42.09
C00801,2024-12-04,email,BR,True,O0006907,2025-10-01,41.33
C02160,2026-02-17,paid_search,US,True,O0018633,2026-02-18,63.6
C01253,2025-11-21,referral,CR,True,O0010780,2026-04-01,113.66
C02270,2025-08-21,referral,MX,False,O0019550,2025-11-14,71.25
C01286,2025-02-01,paid_search,MX,True,O0011113,2025-09-28,133.47
C02267,2025-02-25,referral,MX,True,O0019518,2025-05-18,62.88
C00859,2026-02-13,paid_search,US,False,O0007410,2026-06-21,42.43
C02078,2024-11-30,paid_social,CR,True,O0017937,2026-01-14,31.64
C01859,2025-07-31,paid_search,US,False,O0016075,2025-08-01,32.21
C00002,2024-11-04,paid_social,CR,False,O0000019,2025-11-18,77.51
C01845,2025-05-08,organic,US,False,O0015937,2026-01-13,212.35
C02777,2025-09-21,organic,US,True,O0023579,2025-12-28,17.24
C01605,2025-10-25,referral,BR,True,O0013984,2026-05-22,101.29
C01121,2024-10-21,organic,US,True,O0009537,2026-08-09,15.7
C01041,2024-09-17,paid_social,US,True,O0008895,2026-06-23,230.08
C02748,2024-12-13,referral,MX,True,O0023354,2026-06-10,52.68
C02676,2025-01-25,paid_search,BR,False,O0022769,2026-04-08,34.12
C00579,2025-03-23,referral,BR,True,O0004915,2026-05-06,133.15
C00127,2024-10-10,organic,MX,True,O0001085,2025-12-17,114.98
C00792,2024-12-26,referral,US,True,O0006841,2026-06-05,33.7
C00756,2026-05-13,organic,MX,True,O0006527,2026-05-14,19.16
C01955,2026-01-22,organic,MX,True,O0016907,2026-01-23,101.4
C02096,2025-12-04,referral,MX,True,O0018087,2025-12-05,57.35
C01572,2026-05-03,organic,MX,False,O0013698,2026-06-10,203.88
C02029,2026-04-03,organic,US,False,O0017555,2026-06-17,14.57
C00398,2025-08-18,paid_social,BR,True,O0003380,2026-06-16,121.55
C01863,2024-09-16,paid_search,US,True,O0016103,2025-11-04,79.99
C02689,2026-04-10,email,US,True,O0022891,2026-08-08,62.87
C02682,2025-01-21,paid_search,US,True,O0022817,2026-08-13,287.11
C01464,2025-09-26,referral,US,True,O0012755,2026-07-22,187.73
C02586,2025-01-11,paid_search,US,False,O0022038,2026-07-01,84.27
C00404,2026-02-17,organic,CR,True,O0003449,2026-03-15,23.74
C00603,2026-02-08,email,BR,False,O0005129,2026-08-25,113.66
C02727,2025-02-22,organic,MX,False,O0023211,2026-01-20,125.52
C00193,2025-03-20,email,US,True,O0001606,2026-01-06,225.41
C00858,2025-02-08,paid_search,BR,True,O0007379,2025-12-10,91.13
C00292,2026-03-27,organic,MX,True,O0002529,2026-03-28,122.15
C01937,2024-11-06,organic,US,True,O0016725,2026-04-25,369.69
C02380,2025-09-11,organic,MX,True,O0020464,2026-02-28,173.51
C02788,2025-10-21,organic,MX,True,O0023651,2025-10-22,35.69
C00499,2025-12-06,referral,MX,True,O0004224,2026-07-14,122.77
C02645,2025-03-13,referral,MX,False,O0022519,2026-08-24,56.4
C00361,2026-04-04,organic,MX,False,O0003076,2026-06-21,126.3
C02461,2025-09-10,referral,BR,True,O0021078,2026-08-21,100.94
C02017,2025-12-24,referral,MX,True,O0017448,2025-12-25,15.39
C00264,2025-04-29,paid_search,BR,True,O0002266,2026-05-02,93.72
C00809,2026-06-24,paid_social,US,True,O0006973,2026-06-25,129.38
C02207,2025-12-22,paid_search,MX,True,O0018993,2026-07-31,126.07
C00257,2025-09-07,referral,MX,False,O0002191,2026-05-27,147.97
C00469,2026-03-28,organic,US,True,O0003999,2026-03-30,135.4
C02078,2024-11-30,paid_social,CR,True,O0017946,2026-07-11,190.04
C00924,2025-01-29,paid_search,US,True,O0007989,2026-08-08,35.07
C00527,2024-12-10,paid_search,MX,True,O0004460,2025-09-19,10.91
C02156,2026-07-17,paid_social,MX,False,O0018619,2026-08-23,172.74
C01445,2025-07-13,paid_search,MX,True,O0012558,2025-11-05,256.39
C00375,2025-02-23,paid_search,US,True,O0003194,2026-04-18,56.23
C00177,2025-01-06,paid_search,MX,True,O0001515,2025-09-04,85.6
C02900,2025-04-01,referral,US,True,O0024518,2026-05-26,12.51
C02817,2026-06-04,organic,US,True,O0023898,2026-06-05,55.17
C02508,2024-10-14,organic,BR,True,O0021451,2026-04-01,50.18
C00621,2025-08-28,paid_social,BR,True,O0005321,2026-06-14,52.86
C01158,2025-02-15,paid_search,CR,True,O0009899,2026-02-17,135.81
C00953,2025-03-22,referral,US,True,O0008238,2025-03-23,42.38
C00614,2026-03-20,paid_social,BR,True,O0005272,2026-03-21,140.08
C02102,2026-04-21,email,MX,False,O0018139,2026-07-04,26.31
C01659,2024-09-27,organic,US,True,O0014420,2026-08-13,91.53
C00194,2025-10-10,paid_search,US,True,O0001627,2025-12-04,50.03
C01631,2025-01-14,referral,CR,True,O0014197,2026-07-13,31.34
C00553,2025-08-03,paid_search,MX,True,O0004675,2026-07-27,10.61
C01698,2026-05-06,paid_search,MX,True,O0014760,2026-06-11,144.04
C00604,2025-04-16,referral,BR,False,O0005136,2026-05-23,41.14
C02784,2026-03-15,email,BR,False,O0023633,2026-05-18,62.61
C02546,2024-11-25,paid_search,MX,True,O0021790,2026-07-22,32.35
C00381,2024-10-13,organic,CR,True,O0003248,2026-03-20,24.83
C02934,2026-04-06,email,CR,True,O0024756,2026-04-07,51.73
C02035,2026-06-11,organic,MX,True,O0017607,2026-06-12,138.69
C01369,2026-01-18,referral,BR,True,O0011860,2026-01-19,55.97
C01010,2025-06-23,paid_search,BR,True,O0008677,2025-06-25,61.41
C01029,2025-04-14,paid_social,US,True,O0008808,2025-04-15,57.94
C00309,2024-11-25,organic,BR,True,O0002650,2025-11-17,77.63
C01203,2026-06-13,email,US,True,O0010325,2026-06-14,32.22
C02673,2025-11-14,paid_search,US,False,O0022746,2026-08-07,417.3
C02476,2026-01-20,paid_search,CR,True,O0021203,2026-01-21,69.3
C01471,2024-10-17,paid_social,US,False,O0012837,2025-09-07,65.68
C02327,2026-01-25,paid_search,BR,True,O0019974,2026-01-26,93.79
C01828,2026-06-03,paid_search,MX,True,O0015818,2026-06-04,56.18
C00984,2025-09-19,organic,BR,True,O0008458,2026-06-13,230.94
C02767,2025-04-28,organic,BR,True,O0023483,2025-12-17,130.47
C00029,2025-04-19,paid_social,CR,True,O0000249,2026-04-20,51.35
C02156,2026-07-17,paid_social,MX,False,O0018609,2026-07-18,162.64
C02018,2024-11-12,paid_search,MX,True,O0017455,2025-10-04,33.08
