merchant_id,as_of_date,country,industry,tenure_months,account_status,kyc_status,risk_tier,profitability_tier,monthly_payment_volume_usd,transaction_count_30d,avg_settlement_delay_hours,payout_failure_rate_90d,support_contacts_90d,mobile_app_active,instant_settlement_enabled,contacted_last_30d
LS041667,2026-08-01,US,Retail,34,Active,Verified,Low,Medium,74867.53,1616,27.7,0.0113,0,0,1,0
LS041939,2026-08-01,US,Professional services,35,Active,Verified,Low,Low,19923.28,231,39.1,0.0097,0,0,0,0
LS009607,2026-08-01,US,Food & beverage,5,Active,Verified,Low,Medium,21020.76,290,23.9,0.0076,1,0,1,0
LS033854,2026-08-01,US,Travel,41,Active,Verified,Low,Medium,1686.93,20,18.2,0.0,0,1,0,0
LS057636,2026-08-01,CR,Digital goods,17,Active,Verified,Low,Medium,22294.58,266,4.0,0.0,0,1,0,0
LS023214,2026-08-01,MX,Professional services,14,Active,Verified,Medium,Low,4401.67,62,54.9,0.0187,0,1,1,0
LS041872,2026-08-01,US,Professional services,21,Active,Verified,Low,Medium,12104.78,85,29.7,0.01,1,0,0,0
LS005411,2026-08-01,US,Retail,27,Active,Verified,Medium,Low,23423.86,433,32.8,0.0033,1,1,0,1
LS015157,2026-08-01,US,Food & beverage,4,Active,Verified,Low,Medium,9106.6,115,12.3,0.0,1,0,0,0
LS030978,2026-08-01,BR,Retail,38,Active,Verified,Medium,Medium,19195.66,310,17.4,0.0042,1,1,0,0
LS020815,2026-08-01,US,Travel,6,Active,Verified,Medium,Medium,14312.01,307,15.6,0.0188,0,1,0,0
LS005517,2026-08-01,BR,Digital goods,18,Active,Verified,Medium,Low,11164.66,99,18.6,0.0,0,0,0,0
LS034615,2026-08-01,MX,Professional services,23,Paused,Verified,Medium,Low,63599.58,1483,19.0,0.0103,2,1,0,0
LS017014,2026-08-01,MX,Retail,32,Active,Verified,Low,Medium,3140.07,55,25.1,0.0175,0,0,0,0
LS020291,2026-08-01,MX,Retail,9,Active,Verified,High,Medium,19735.51,173,17.1,0.0087,1,1,0,0
LS051443,2026-08-01,US,Travel,26,Active,Verified,Low,Low,8817.68,106,32.4,0.0153,1,1,1,0
LS032789,2026-08-01,MX,Food & beverage,40,Active,Verified,High,High,8008.45,112,10.6,0.0051,0,1,1,0
LS026669,2026-08-01,MX,Retail,37,Active,Pending,Medium,Medium,22940.47,653,17.3,0.0119,1,0,0,0
LS039959,2026-08-01,US,Food & beverage,14,Active,Expired,Low,Medium,3489.15,88,25.9,0.0,1,1,0,0
LS008808,2026-08-01,CR,Retail,31,Active,Verified,Low,Medium,32787.32,285,38.3,0.0113,0,0,1,0
LS035444,2026-08-01,US,Food & beverage,16,Active,Pending,Low,Low,10353.05,137,10.2,0.0138,0,1,0,0
LS012913,2026-08-01,US,Digital goods,15,Active,Verified,Medium,Low,4637.69,111,40.1,0.0101,0,1,0,0
LS043640,2026-08-01,MX,Digital goods,27,Active,Verified,Low,Low,14704.1,282,6.1,0.0155,0,1,0,0
LS058400,2026-08-01,MX,Travel,68,Active,Verified,Medium,Medium,37840.66,887,31.9,0.0262,1,1,0,0
LS043642,2026-08-01,CR,Professional services,79,Active,Verified,Medium,Low,15782.98,120,39.2,0.0072,0,1,0,1
LS021487,2026-08-01,US,Digital goods,53,Active,Verified,Low,High,4493.12,49,36.0,0.0186,2,1,1,0
LS009461,2026-08-01,MX,Professional services,41,Active,Expired,Low,Medium,13214.43,295,23.5,0.0168,0,0,0,0
LS034886,2026-08-01,MX,Food & beverage,15,Active,Verified,Low,Medium,5468.1,56,22.6,0.0057,1,1,0,0
LS020818,2026-08-01,US,Retail,10,Active,Verified,Low,Medium,34775.29,458,12.8,0.0,0,1,0,0
LS057372,2026-08-01,MX,Digital goods,45,Active,Pending,Low,Low,9841.51,137,10.1,0.0,1,1,0,0
LS006254,2026-08-01,MX,Food & beverage,37,Closed,Verified,Low,Low,11196.56,208,4.0,0.0,1,0,0,0
LS057957,2026-08-01,MX,Travel,22,Active,Verified,Low,Medium,9008.02,132,49.0,0.0285,0,1,0,0
LS015163,2026-08-01,MX,Professional services,57,Active,Verified,High,High,2522.86,25,24.0,0.0058,2,0,0,0
LS056933,2026-08-01,BR,Retail,30,Active,Verified,Medium,Medium,14659.52,100,31.6,0.0103,1,0,0,1
LS019833,2026-08-01,BR,Retail,8,Paused,Verified,Low,Medium,3452.94,57,33.7,0.0158,0,0,1,1
LS016334,2026-08-01,CR,Retail,16,Active,Pending,Medium,Medium,6963.21,75,14.3,0.0141,1,1,0,0
LS013246,2026-08-01,US,Professional services,16,Active,Verified,High,Low,3224.06,57,19.6,0.0,0,1,0,0
LS018030,2026-08-01,CR,Retail,27,Active,Verified,Low,Low,8583.73,109,4.0,0.0,1,0,1,0
LS058573,2026-08-01,BR,Digital goods,23,Active,Verified,Low,High,3523.22,60,37.0,0.0095,0,0,0,0
LS004250,2026-08-01,US,Retail,31,Active,Verified,Medium,High,16267.72,297,21.9,0.001,0,1,0,0
LS051600,2026-08-01,MX,Food & beverage,31,Active,Verified,Low,Low,11598.06,101,27.6,0.0199,0,1,0,0
LS020381,2026-08-01,US,Professional services,83,Active,Verified,Low,High,30134.96,580,19.6,0.0,0,1,0,0
LS000394,2026-08-01,BR,Retail,17,Active,Verified,Medium,Medium,5337.38,74,4.2,0.0001,0,0,0,0
LS033914,2026-08-01,US,Retail,67,Active,Verified,Low,High,64437.86,897,40.4,0.03,1,1,1,0
LS043709,2026-08-01,US,Digital goods,25,Active,Verified,Low,Medium,4072.02,88,15.3,0.0023,1,1,0,0
LS027142,2026-08-01,US,Retail,12,Active,Verified,Low,Low,5619.63,126,15.3,0.0063,0,0,0,0
LS017082,2026-08-01,MX,Retail,22,Active,Verified,Low,Medium,16495.48,246,16.2,0.0,0,1,0,0
LS001073,2026-08-01,CR,Professional services,28,Active,Verified,High,Medium,16926.73,314,32.4,0.029,0,0,0,0
LS012393,2026-08-01,BR,Food & beverage,13,Active,Verified,Low,High,25473.63,501,34.9,0.0045,0,1,1,0
LS012295,2026-08-01,BR,Retail,29,Active,Verified,Low,Medium,26593.24,333,18.9,0.0,0,1,0,0
LS034195,2026-08-01,US,Retail,31,Active,Pending,Low,Medium,5935.19,40,21.9,0.0173,0,0,0,0
LS046313,2026-08-01,US,Professional services,27,Active,Verified,Medium,High,5337.05,68,17.9,0.0096,0,0,0,1
LS003863,2026-08-01,MX,Food & beverage,23,Active,Verified,Low,Low,18578.53,343,12.9,0.0,0,1,0,0
LS031708,2026-08-01,US,Professional services,20,Active,Verified,High,Medium,33755.91,442,33.6,0.0096,0,1,0,0
LS007429,2026-08-01,BR,Food & beverage,25,Paused,Verified,Low,Medium,9636.93,184,11.6,0.0085,1,1,0,0
LS012462,2026-08-01,US,Retail,63,Active,Verified,Low,Medium,7098.07,110,4.0,0.0,0,0,0,0
LS010509,2026-08-01,CR,Food & beverage,23,Active,Verified,Low,Low,40219.46,314,28.4,0.0,0,1,0,0
LS056338,2026-08-01,US,Food & beverage,83,Active,Verified,Medium,Medium,7024.38,103,25.0,0.0017,0,0,0,0
LS049629,2026-08-01,US,Digital goods,26,Closed,Verified,Medium,Medium,12990.89,150,13.4,0.013,0,1,0,0
LS030839,2026-08-01,US,Professional services,13,Active,Verified,Medium,High,5186.36,113,4.0,0.0,0,1,0,1
LS016801,2026-08-01,MX,Food & beverage,7,Active,Verified,Low,High,10465.09,226,29.2,0.0237,0,1,0,0
LS025086,2026-08-01,US,Food & beverage,26,Active,Verified,Low,Medium,30870.85,219,39.3,0.0198,1,1,0,0
LS041627,2026-08-01,MX,Professional services,12,Active,Verified,Medium,Low,33311.94,589,20.7,0.0049,1,1,0,0
LS013395,2026-08-01,MX,Retail,41,Active,Verified,Low,Low,6411.09,69,26.5,0.0,1,1,0,0
LS043601,2026-08-01,CR,Retail,30,Active,Verified,High,High,24506.91,342,52.2,0.0203,1,1,1,0
LS041604,2026-08-01,US,Travel,7,Active,Verified,Low,Medium,17192.84,252,25.8,0.0152,1,1,0,0
LS029674,2026-08-01,MX,Food & beverage,48,Active,Verified,Low,Medium,3714.13,37,14.2,0.0008,0,1,0,0
LS023080,2026-08-01,BR,Professional services,42,Active,Verified,Low,High,4190.48,93,58.4,0.0227,2,0,0,0
LS021724,2026-08-01,US,Food & beverage,45,Active,Expired,Low,Low,3513.79,33,38.6,0.015,0,1,0,0
LS051477,2026-08-01,US,Food & beverage,55,Active,Verified,Medium,Low,4504.45,63,16.1,0.0071,2,0,0,0
LS041344,2026-08-01,BR,Professional services,27,Active,Verified,Low,High,6059.58,60,17.1,0.002,0,1,0,0
LS012504,2026-08-01,MX,Digital goods,44,Active,Verified,Low,Low,67115.55,1223,30.9,0.0051,0,1,0,0
LS055430,2026-08-01,CR,Professional services,19,Closed,Verified,Low,Medium,22180.56,292,52.5,0.0304,3,1,0,1
LS055712,2026-08-01,BR,Professional services,43,Active,Verified,Low,High,12426.21,304,20.4,0.0151,0,0,0,1
LS007421,2026-08-01,US,Retail,15,Active,Verified,Low,High,1211.55,13,39.0,0.0178,1,0,0,0
LS000821,2026-08-01,US,Professional services,48,Active,Verified,Medium,Low,6271.72,121,13.2,0.0,1,1,0,1
LS004507,2026-08-01,US,Food & beverage,57,Active,Verified,High,Medium,6459.9,87,28.7,0.0258,1,1,0,0
LS010064,2026-08-01,US,Digital goods,46,Active,Verified,Low,High,14445.23,106,32.0,0.02,4,1,0,0
LS041694,2026-08-01,MX,Retail,67,Active,Verified,Low,Low,27937.37,260,20.6,0.0,0,1,0,0
LS023513,2026-08-01,MX,Retail,6,Active,Pending,Low,Low,5602.28,41,21.4,0.0073,1,1,0,0
LS047174,2026-08-01,US,Food & beverage,21,Active,Pending,Low,Low,4046.88,63,17.9,0.0,0,0,0,0
LS005319,2026-08-01,US,Retail,26,Active,Verified,Low,Medium,5075.2,138,31.7,0.0041,0,1,0,0
LS010120,2026-08-01,BR,Professional services,33,Active,Expired,Medium,Medium,13160.98,175,8.3,0.0003,1,1,0,0
LS020447,2026-08-01,US,Travel,33,Active,Verified,Medium,Low,9004.26,146,4.0,0.0,0,0,0,0
LS055923,2026-08-01,BR,Retail,11,Active,Verified,Low,Low,10435.79,179,24.7,0.0013,0,1,0,1
LS011902,2026-08-01,US,Retail,12,Active,Verified,Low,High,12440.56,196,23.7,0.0255,0,1,0,0
LS016898,2026-08-01,MX,Retail,19,Active,Verified,Medium,Low,9528.35,215,22.7,0.0084,0,1,0,0
LS015647,2026-08-01,MX,Digital goods,14,Active,Verified,Medium,Medium,6070.07,72,25.1,0.0,0,0,0,1
LS051786,2026-08-01,US,Digital goods,25,Active,Pending,Low,Low,23561.73,778,21.1,0.0127,0,1,0,0
LS038736,2026-08-01,US,Retail,19,Active,Verified,Low,Medium,100640.81,1104,4.0,0.0019,2,1,1,0
LS013531,2026-08-01,CR,Professional services,14,Active,Pending,Low,High,27633.98,261,13.9,0.0071,0,1,0,0
LS055256,2026-08-01,US,Professional services,51,Active,Expired,Low,High,12249.25,148,23.7,0.0127,2,1,0,1
LS034501,2026-08-01,US,Professional services,18,Active,Verified,Low,Low,5858.87,88,42.5,0.0258,1,1,0,0
LS013871,2026-08-01,BR,Retail,25,Active,Verified,Low,Medium,8954.11,103,18.1,0.0054,0,0,0,0
LS030327,2026-08-01,BR,Professional services,22,Closed,Verified,Medium,Medium,1789.21,44,27.4,0.0,0,0,0,0
LS018240,2026-08-01,MX,Digital goods,8,Active,Verified,Low,Low,95958.44,1581,25.3,0.0145,1,0,1,0
LS052720,2026-08-01,US,Food & beverage,23,Active,Verified,Low,Low,19558.15,353,4.0,0.0,1,1,0,1
LS053985,2026-08-01,US,Digital goods,11,Active,Verified,Low,Low,8940.2,167,4.0,0.006,1,1,1,0
LS031679,2026-08-01,BR,Digital goods,9,Active,Verified,Medium,Low,23900.96,481,45.1,0.0255,1,1,0,1
LS038773,2026-08-01,BR,Travel,9,Active,Verified,Low,Medium,4932.58,144,38.9,0.019,2,0,0,0
LS048531,2026-08-01,US,Retail,36,Active,Verified,Low,Medium,16563.98,170,27.7,0.0156,0,1,1,0
LS047952,2026-08-01,CR,Professional services,27,Active,Verified,Low,Low,26775.28,260,25.5,0.0094,1,0,0,0
LS041499,2026-08-01,US,Food & beverage,27,Active,Pending,Low,Low,27077.32,361,14.4,0.0123,0,0,0,0
LS021872,2026-08-01,US,Digital goods,14,Active,Verified,Low,Medium,14972.46,333,40.8,0.0407,2,1,0,0
LS055906,2026-08-01,BR,Professional services,21,Active,Verified,Medium,Low,3232.48,40,26.0,0.0159,0,1,1,0
LS002138,2026-08-01,CR,Travel,40,Active,Verified,Medium,Medium,37675.11,456,20.7,0.0083,3,1,0,0
LS010953,2026-08-01,US,Food & beverage,23,Active,Verified,Medium,Low,10088.33,64,25.1,0.0247,4,0,0,0
LS015532,2026-08-01,US,Digital goods,23,Paused,Verified,Medium,Medium,15956.48,137,27.6,0.0026,0,0,0,0
LS014144,2026-08-01,US,Retail,29,Active,Verified,Medium,High,79036.38,556,41.7,0.0088,0,1,0,0
LS057149,2026-08-01,US,Food & beverage,69,Active,Verified,Low,Medium,14928.5,109,16.3,0.0003,0,1,0,1
LS033772,2026-08-01,BR,Professional services,36,Active,Verified,Medium,Medium,9195.74,222,23.8,0.0059,2,1,0,1
LS057572,2026-08-01,MX,Professional services,29,Paused,Verified,Low,Medium,12014.49,212,25.6,0.0113,1,1,0,0
LS050600,2026-08-01,US,Digital goods,61,Active,Verified,Medium,Medium,101423.14,1581,31.2,0.0184,1,1,0,0
LS023815,2026-08-01,MX,Retail,17,Active,Verified,Medium,Low,43040.29,1170,24.8,0.017,0,1,0,0
LS002773,2026-08-01,US,Food & beverage,11,Active,Verified,Low,High,44490.81,699,30.7,0.015,2,1,1,1
LS046427,2026-08-01,BR,Retail,31,Active,Verified,Low,Low,7306.58,127,4.0,0.0,0,1,0,0
LS004105,2026-08-01,US,Digital goods,45,Active,Verified,Low,High,5095.47,93,15.7,0.0104,0,1,0,0
LS032095,2026-08-01,MX,Digital goods,38,Active,Verified,Medium,Medium,13084.27,248,26.3,0.0068,1,1,0,0
LS015233,2026-08-01,US,Professional services,30,Active,Verified,Medium,High,23638.19,377,16.0,0.0,2,1,1,0
LS015918,2026-08-01,MX,Professional services,10,Active,Verified,Medium,Low,32600.93,494,32.3,0.0055,1,1,0,0
LS023043,2026-08-01,MX,Food & beverage,16,Active,Verified,Medium,Low,22105.08,371,22.3,0.0,0,1,0,0
LS008458,2026-08-01,MX,Food & beverage,8,Active,Verified,Low,Low,15709.09,130,31.8,0.0111,1,1,0,0
LS037124,2026-08-01,CR,Food & beverage,23,Active,Expired,Medium,Low,7924.65,177,53.1,0.0463,3,1,0,1
LS018432,2026-08-01,BR,Professional services,16,Paused,Pending,Medium,Low,29993.56,895,33.5,0.0175,0,0,0,0
LS012738,2026-08-01,MX,Professional services,21,Active,Verified,Low,High,28673.12,430,18.2,0.0,0,1,0,0
LS052110,2026-08-01,US,Professional services,31,Active,Expired,Low,Medium,21243.06,318,33.6,0.0127,2,1,0,0
LS058266,2026-08-01,BR,Retail,27,Active,Verified,Low,Low,31736.47,374,35.9,0.0,1,1,0,0
LS042143,2026-08-01,MX,Travel,52,Active,Verified,Low,Medium,4138.6,54,27.6,0.0194,0,1,0,0
LS040098,2026-08-01,MX,Professional services,15,Active,Verified,Low,Low,2886.56,52,26.3,0.0235,0,1,0,0
LS020518,2026-08-01,US,Digital goods,38,Active,Verified,Low,Low,21390.46,277,30.4,0.0023,0,1,0,0
LS045551,2026-08-01,CR,Retail,10,Active,Verified,Low,Low,11320.99,193,31.7,0.0074,2,1,0,0
LS004114,2026-08-01,MX,Digital goods,57,Active,Verified,Medium,High,10444.71,193,14.0,0.0097,0,1,1,0
LS050793,2026-08-01,MX,Food & beverage,10,Active,Verified,Low,Medium,12920.4,119,29.5,0.0092,2,1,0,0
LS058138,2026-08-01,US,Travel,19,Active,Verified,Low,Medium,26130.5,443,49.2,0.0229,2,1,0,0
LS022383,2026-08-01,CR,Professional services,16,Active,Verified,Low,Medium,10411.64,221,30.1,0.011,0,0,0,0
LS034145,2026-08-01,US,Retail,18,Active,Verified,Low,Medium,13209.56,135,19.6,0.0108,0,1,0,0
LS048653,2026-08-01,US,Food & beverage,31,Active,Verified,Low,Low,12826.87,288,28.8,0.0065,0,1,0,0
LS011489,2026-08-01,BR,Retail,43,Active,Verified,Medium,Medium,3610.66,71,31.7,0.0103,1,0,0,1
LS012270,2026-08-01,BR,Digital goods,10,Active,Verified,Low,Medium,22865.23,406,50.8,0.0173,1,1,1,0
LS010789,2026-08-01,US,Digital goods,8,Active,Verified,Low,Medium,10101.15,125,41.2,0.0266,0,0,0,0
LS053826,2026-08-01,MX,Retail,11,Active,Verified,Low,Medium,3392.86,40,27.3,0.0076,0,1,0,0
LS049958,2026-08-01,BR,Retail,37,Active,Verified,Low,Medium,15535.5,376,41.0,0.012,2,0,0,0
LS007928,2026-08-01,BR,Professional services,34,Active,Verified,Medium,Low,10173.13,156,41.2,0.0099,1,1,1,0
LS022996,2026-08-01,US,Food & beverage,38,Active,Verified,Low,Low,8652.63,203,13.9,0.0016,1,0,0,0
LS036111,2026-08-01,BR,Retail,16,Active,Verified,Low,Medium,10885.6,147,40.8,0.0237,4,1,0,0
LS054270,2026-08-01,US,Food & beverage,30,Active,Verified,Low,Low,14092.77,93,38.0,0.0154,0,1,1,0
LS004274,2026-08-01,BR,Professional services,49,Active,Verified,Low,Low,112856.51,1426,34.1,0.0071,0,1,0,0
LS043418,2026-08-01,MX,Professional services,50,Active,Verified,Medium,Low,26934.31,346,52.8,0.0112,0,1,0,0
LS043090,2026-08-01,US,Retail,54,Active,Verified,Low,Low,5159.19,53,33.3,0.0246,1,0,0,0
LS051612,2026-08-01,BR,Professional services,17,Paused,Verified,Medium,Medium,7146.33,102,37.4,0.0081,0,0,0,0
LS037812,2026-08-01,US,Travel,16,Active,Verified,Low,Medium,24579.47,410,33.5,0.0332,2,1,0,1
LS057477,2026-08-01,BR,Professional services,62,Active,Verified,Low,Low,11591.51,203,44.2,0.0212,2,1,1,0
LS006316,2026-08-01,BR,Food & beverage,16,Active,Verified,Low,Medium,4824.4,62,39.7,0.0111,1,1,0,0
LS056884,2026-08-01,CR,Food & beverage,60,Active,Verified,Medium,Low,40669.21,634,14.1,0.0115,1,0,1,0
LS047024,2026-08-01,BR,Retail,6,Active,Verified,Low,Low,33975.56,278,30.9,0.0222,0,1,1,1
LS006159,2026-08-01,BR,Digital goods,21,Closed,Pending,Medium,High,5704.49,126,5.1,0.0,0,1,0,0
LS011942,2026-08-01,BR,Retail,18,Active,Verified,Low,Low,8662.12,119,10.7,0.0,0,0,0,0
LS052901,2026-08-01,US,Food & beverage,17,Active,Verified,High,Low,8350.36,84,20.2,0.0151,0,1,0,0
LS053006,2026-08-01,MX,Food & beverage,18,Active,Verified,Medium,Medium,7034.07,131,20.2,0.0026,1,1,1,0
LS034626,2026-08-01,MX,Travel,84,Active,Verified,Medium,Medium,10485.16,98,16.1,0.0061,1,1,0,0
LS025050,2026-08-01,US,Digital goods,12,Active,Verified,Medium,Low,5192.54,49,27.1,0.0258,0,1,0,0
LS036176,2026-08-01,MX,Retail,43,Active,Verified,Low,High,4359.69,82,12.1,0.0,0,1,0,0
LS024129,2026-08-01,CR,Food & beverage,45,Active,Verified,Low,Medium,37023.64,991,40.4,0.0182,0,1,0,1
LS040581,2026-08-01,MX,Food & beverage,41,Active,Verified,High,Medium,15293.5,258,6.8,0.0102,0,1,0,0
LS044215,2026-08-01,US,Professional services,17,Active,Verified,Medium,Medium,5240.42,99,42.5,0.0297,0,1,0,0
LS013703,2026-08-01,MX,Professional services,22,Active,Verified,Low,Medium,3726.63,67,24.1,0.0201,1,0,0,0
LS053485,2026-08-01,US,Digital goods,21,Active,Verified,High,Medium,1328.14,13,21.3,0.0076,0,0,0,0
LS035198,2026-08-01,MX,Travel,36,Active,Verified,Low,Medium,6270.81,45,43.5,0.0217,0,0,0,0
LS047229,2026-08-01,BR,Retail,38,Active,Verified,Low,Low,20553.71,170,10.0,0.0022,0,1,0,0
LS053751,2026-08-01,US,Professional services,52,Paused,Verified,Medium,High,3581.33,69,39.9,0.0301,1,0,0,1
LS002242,2026-08-01,BR,Digital goods,29,Active,Verified,High,High,8329.52,178,23.2,0.0041,0,0,0,0
LS033985,2026-08-01,US,Travel,20,Active,Verified,Low,Medium,11782.22,103,35.5,0.0161,0,0,1,0
LS003015,2026-08-01,MX,Professional services,61,Active,Verified,Medium,High,24818.3,270,36.6,0.0169,0,1,0,0
LS020341,2026-08-01,US,Retail,15,Active,Verified,High,High,25689.83,309,27.1,0.0156,2,0,0,0
LS031987,2026-08-01,MX,Retail,74,Active,Verified,Low,Low,6693.82,79,4.0,0.0,1,0,0,0
LS022998,2026-08-01,MX,Retail,14,Active,Verified,Medium,Low,13025.2,486,9.9,0.0,1,1,0,0
LS045857,2026-08-01,US,Retail,9,Active,Verified,High,Medium,7839.8,180,24.1,0.0097,0,0,0,0
LS006444,2026-08-01,BR,Retail,29,Active,Verified,High,Low,34511.63,352,14.8,0.0,0,1,1,0
LS031276,2026-08-01,US,Digital goods,26,Active,Verified,Medium,Low,5737.22,43,17.1,0.0,0,0,0,0
LS043502,2026-08-01,US,Food & beverage,57,Active,Verified,High,Medium,7161.84,102,19.1,0.0099,0,0,0,0
LS039352,2026-08-01,US,Professional services,18,Active,Verified,Low,Medium,10824.91,243,23.7,0.0096,1,1,1,0
LS033804,2026-08-01,US,Digital goods,27,Active,Verified,Medium,Low,10399.57,68,42.3,0.0229,2,1,0,0
LS035225,2026-08-01,CR,Retail,20,Paused,Pending,Medium,Low,9161.23,153,24.0,0.011,1,1,1,0
LS005880,2026-08-01,US,Digital goods,38,Active,Pending,Low,Medium,14338.55,268,11.0,0.0039,1,1,1,0
LS025602,2026-08-01,BR,Professional services,8,Active,Verified,Low,Medium,16022.0,162,24.2,0.0157,0,0,1,0
LS025932,2026-08-01,BR,Retail,36,Active,Verified,Medium,High,12343.02,222,23.5,0.0,1,0,0,0
LS025585,2026-08-01,BR,Digital goods,66,Active,Verified,High,Medium,28201.8,465,22.8,0.0209,1,1,1,0
LS059790,2026-08-01,MX,Digital goods,30,Active,Verified,Low,Low,4416.54,34,26.4,0.0004,0,1,0,0
LS032462,2026-08-01,BR,Digital goods,27,Active,Verified,Low,Medium,2847.13,27,11.2,0.0013,0,0,0,0
LS035323,2026-08-01,BR,Digital goods,14,Active,Verified,Medium,Low,12754.48,207,37.4,0.0192,1,0,1,0
LS038329,2026-08-01,US,Digital goods,69,Active,Verified,Medium,Medium,11764.02,179,28.4,0.009,0,1,1,0
LS050007,2026-08-01,BR,Professional services,36,Active,Verified,Low,High,31574.83,888,39.3,0.0181,0,1,0,0
LS012846,2026-08-01,US,Retail,8,Active,Verified,Medium,Medium,9886.26,120,14.2,0.0073,1,1,0,0
LS027552,2026-08-01,BR,Professional services,32,Active,Verified,Medium,Medium,13817.5,139,42.0,0.0082,0,1,1,0
LS023761,2026-08-01,BR,Food & beverage,18,Active,Verified,Low,Low,14156.9,181,45.8,0.0206,2,1,0,0
LS015404,2026-08-01,US,Food & beverage,27,Active,Verified,Low,High,4009.5,62,55.5,0.0219,1,1,0,0
LS003744,2026-08-01,MX,Food & beverage,27,Active,Verified,Low,Medium,12327.98,238,31.7,0.0055,0,1,0,0
LS033430,2026-08-01,US,Professional services,5,Active,Verified,Low,Low,21975.25,325,46.1,0.0153,1,1,0,0
LS017641,2026-08-01,US,Professional services,5,Active,Verified,Low,Medium,3422.22,51,15.7,0.0038,0,0,1,0
LS004536,2026-08-01,MX,Retail,12,Active,Verified,Low,Medium,39938.02,1009,48.9,0.0403,2,1,0,0
LS047623,2026-08-01,BR,Food & beverage,11,Active,Verified,Low,Medium,16255.29,254,21.9,0.0,0,1,0,0
LS028450,2026-08-01,US,Retail,19,Active,Verified,Medium,Low,31430.6,328,33.6,0.0315,4,0,0,0
LS041899,2026-08-01,CR,Travel,13,Active,Verified,Low,High,11885.12,227,19.3,0.0198,0,1,0,0
LS029203,2026-08-01,US,Retail,25,Active,Verified,Low,Low,141925.39,2511,9.5,0.003,0,1,0,0
LS013882,2026-08-01,BR,Digital goods,7,Active,Verified,Low,Medium,3974.5,44,57.5,0.0217,1,1,0,0
LS042634,2026-08-01,US,Retail,23,Active,Verified,Low,Medium,12222.97,174,15.0,0.0083,0,1,0,0
LS053606,2026-08-01,US,Retail,28,Active,Verified,Medium,Low,14260.65,155,10.2,0.0091,0,1,0,0
LS007642,2026-08-01,US,Retail,27,Active,Pending,Low,Medium,26466.65,357,27.0,0.0057,0,1,0,0
LS007432,2026-08-01,BR,Professional services,17,Active,Verified,Low,Medium,9198.64,125,25.3,0.0,0,0,1,0
LS043319,2026-08-01,BR,Professional services,19,Active,Verified,Medium,High,41283.75,580,40.3,0.0169,1,1,0,0
LS006391,2026-08-01,US,Digital goods,72,Active,Verified,Medium,High,724.54,9,31.8,0.0033,1,0,0,0
LS049237,2026-08-01,US,Food & beverage,15,Active,Verified,Medium,Medium,5656.12,78,35.9,0.0,1,1,0,0
LS000184,2026-08-01,MX,Retail,16,Active,Verified,Low,Low,32648.12,624,33.2,0.003,2,1,0,0
LS049736,2026-08-01,US,Retail,35,Active,Verified,Low,High,28328.18,626,33.4,0.0203,1,0,0,1
LS045023,2026-08-01,US,Retail,53,Active,Verified,Low,Medium,3326.54,43,23.0,0.0032,0,0,0,0
LS037165,2026-08-01,US,Retail,12,Paused,Verified,High,Medium,20693.54,257,23.2,0.015,0,1,0,0
LS016618,2026-08-01,US,Professional services,23,Paused,Expired,Low,Low,14897.89,164,31.3,0.0208,0,0,0,0
LS006962,2026-08-01,US,Professional services,17,Active,Verified,Low,High,18533.44,143,39.2,0.0344,0,1,1,0
LS039384,2026-08-01,MX,Professional services,17,Active,Verified,Medium,Medium,12076.94,185,32.3,0.0063,0,1,0,0
LS012089,2026-08-01,US,Digital goods,25,Active,Verified,Low,Medium,16834.58,243,26.8,0.0162,0,0,0,0
LS018385,2026-08-01,US,Professional services,34,Active,Pending,Low,Low,3968.94,54,20.2,0.0145,2,1,0,0
LS012235,2026-08-01,US,Food & beverage,26,Active,Verified,Medium,Low,19527.49,252,14.8,0.0024,1,0,1,0
LS034360,2026-08-01,CR,Retail,18,Active,Verified,Low,Low,19150.07,217,27.8,0.01,0,0,0,0
LS035232,2026-08-01,BR,Professional services,24,Active,Verified,Medium,Low,13008.53,123,27.2,0.0121,0,1,0,0
LS018847,2026-08-01,US,Retail,43,Active,Verified,Low,Low,7415.29,126,16.6,0.0027,0,0,0,0
LS051358,2026-08-01,MX,Retail,32,Active,Pending,Medium,Medium,11942.82,190,9.8,0.0115,1,0,0,0
LS021763,2026-08-01,BR,Professional services,41,Active,Verified,Low,Low,5996.96,62,39.7,0.0115,0,1,1,1
LS040574,2026-08-01,BR,Professional services,23,Active,Verified,High,Low,3535.91,51,30.7,0.0054,1,1,0,0
LS013115,2026-08-01,BR,Retail,29,Active,Verified,Low,Low,28655.95,598,17.0,0.023,0,0,0,0
LS051039,2026-08-01,BR,Travel,78,Paused,Verified,Low,Medium,3862.71,63,19.5,0.0,0,1,0,0
LS019195,2026-08-01,BR,Food & beverage,23,Paused,Verified,Low,High,19650.05,308,40.7,0.0171,0,0,0,0
LS040745,2026-08-01,US,Digital goods,14,Active,Expired,Medium,High,17836.0,216,31.0,0.0032,0,1,0,0
LS019140,2026-08-01,BR,Retail,15,Active,Verified,Medium,Medium,6347.87,117,25.6,0.0028,0,1,0,0
LS057686,2026-08-01,US,Retail,58,Active,Verified,High,High,3219.42,39,16.2,0.0179,1,0,0,0
